ARO Accession	Name	Model ID	Model Type	Pathogen	NCBI Plasmid	NCBI WGS	NCBI Chromosome	NCBI Genomic Island	Criteria	ARO Categories
ARO:3002955	vanY gene in vanA cluster	89	protein homolog model	Enterococcus faecium	4.73	14.35	0	0	perfect	antibiotic target alteration; glycopeptide antibiotic
ARO:3002955	vanY gene in vanA cluster	89	protein homolog model	Lactococcus garvieae	0	4.44	5.56	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002955	vanY gene in vanA cluster	89	protein homolog model	Klebsiella pneumoniae	0	0.01	0	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002955	vanY gene in vanA cluster	89	protein homolog model	Staphylococcus aureus	0	0.01	0	0	perfect	antibiotic target alteration; glycopeptide antibiotic
ARO:3002955	vanY gene in vanA cluster	89	protein homolog model	Staphylococcus epidermidis	0	0.5	0	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002955	vanY gene in vanA cluster	89	protein homolog model	Brevibacillus laterosporus	0	64.71	83.33	100	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3003285	Staphylococcus aureus rpoB mutants conferring resistance to rifampicin	90	protein variant model	Staphylococcus aureus	0	3.01	2.44	0	perfect_strict	antibiotic target alteration; antibiotic target replacement; peptide antibiotic; rifamycin antibiotic
ARO:3000508	gadX	91	protein homolog model	Escherichia coli	0	12.29	18.37	0.13	perfect	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic; penam
ARO:3000508	gadX	91	protein homolog model	Enterobacter hormaechei	0	0.04	0	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic; penam
ARO:3000508	gadX	91	protein homolog model	Shigella dysenteriae	0	6.67	0	0	perfect	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic; penam
ARO:3000508	gadX	91	protein homolog model	Shigella flexneri	0	81.37	97	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic; penam
ARO:3000508	gadX	91	protein homolog model	Shigella boydii	0	93.33	100	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic; penam
ARO:3000508	gadX	91	protein homolog model	Shigella sonnei	0	95.25	100	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic; penam
ARO:3000508	gadX	91	protein homolog model	Escherichia coli	0	60.53	65.98	0.13	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic; penam
ARO:3000508	gadX	91	protein homolog model	Shigella boydii	0	11.11	13.33	0	perfect	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic; penam
ARO:3000508	gadX	91	protein homolog model	Shigella dysenteriae	0	96.67	85.71	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic; penam
ARO:3000508	gadX	91	protein homolog model	Shigella flexneri	0	0.47	20	0	perfect	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic; penam
ARO:3000508	gadX	91	protein homolog model	Shigella sonnei	0	1.02	0	0	perfect	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic; penam
ARO:3003149	OXA-426	96	protein homolog model	Acinetobacter baumannii	0	0.03	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3003149	OXA-426	96	protein homolog model	Acinetobacter baumannii	0	0.03	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3002966	vanXY gene in vanC cluster	97	protein homolog model	Enterococcus gilvus	0	75	0	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002059	CMY-48	98	protein homolog model	Citrobacter freundii	0	15.67	20.49	0	perfect	antibiotic inactivation; cephamycin
ARO:3002059	CMY-48	98	protein homolog model	Citrobacter freundii	0	20.89	25.41	0	perfect_strict	antibiotic inactivation; cephamycin
ARO:3002753	QnrB38	99	protein homolog model	Enterobacter hormaechei	0	0.04	0	0	perfect	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002753	QnrB38	99	protein homolog model	Enterobacter hormaechei	0	0.04	0	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002753	QnrB38	99	protein homolog model	Citrobacter freundii	0	11.61	7.38	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002753	QnrB38	99	protein homolog model	Citrobacter freundii	0	11.61	7.38	0	perfect	antibiotic target protection; fluoroquinolone antibiotic
ARO:3003458	Mycobacterium tuberculosis ethA with mutation conferring resistance to ethionamide	100	protein variant model	Mycobacterium marinum	0	77.36	85.71	0	perfect_strict	antibiotic target alteration; isoniazid-like antibiotic; thioamide antibiotic
ARO:3003458	Mycobacterium tuberculosis ethA with mutation conferring resistance to ethionamide	100	protein variant model	Mycobacterium tuberculosis	0	0.8	0.82	0	perfect_strict	antibiotic target alteration; isoniazid-like antibiotic; thioamide antibiotic
ARO:3001071	SHV-12	103	protein homolog model	Acinetobacter baumannii	0	0.14	0.18	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Acinetobacter baumannii	0	0.17	0.18	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Salmonella enterica	0.05	0.19	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Salmonella enterica	0.05	0.19	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Escherichia coli	0.1	0.5	0.02	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Escherichia coli	0.1	0.5	0.02	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Klebsiella pneumoniae	2.47	4.69	2.13	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Klebsiella pneumoniae	2.47	4.77	2.13	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Klebsiella aerogenes	0	2.54	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Klebsiella aerogenes	0	2.54	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Proteus mirabilis	0	0.5	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Proteus mirabilis	0	0.5	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Serratia marcescens	1.94	1.05	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Serratia marcescens	1.94	1.05	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Klebsiella oxytoca	0	1.68	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Klebsiella oxytoca	0	1.68	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Shigella sonnei	0	0.07	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Shigella sonnei	0	0.07	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Pseudomonas aeruginosa	0	0.01	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Pseudomonas aeruginosa	0	0.01	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Aeromonas hydrophila	1.3	0.81	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Aeromonas hydrophila	1.3	0.81	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Bacillus subtilis	0	0.29	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Bacillus subtilis	0	0.29	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Enterobacter cloacae	3.91	4.79	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Citrobacter freundii	1.23	4.64	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Citrobacter freundii	1.23	4.64	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Morganella morganii	0	0.61	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Morganella morganii	0	0.61	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Citrobacter amalonaticus	0	3.64	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Citrobacter amalonaticus	0	3.64	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Enterobacter cloacae	3.91	4.79	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Enterobacter asburiae	0.28	7.91	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Providencia stuartii	6.82	0	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Providencia stuartii	6.82	0	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Enterobacter asburiae	0.28	7.11	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Enterobacter hormaechei	4.25	12.52	0.36	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Enterobacter hormaechei	4.25	12.56	0.36	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Aeromonas veronii	1.54	0	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Aeromonas veronii	1.54	0	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Citrobacter youngae	0	6.25	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Raoultella planticola	2.33	2.56	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Raoultella planticola	2.33	2.56	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Citrobacter portucalensis	0	9.01	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Citrobacter portucalensis	0	9.01	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Enterobacter kobei	2.76	9.61	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Enterobacter chengduensis	0	8	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Citrobacter youngae	0	6.25	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Enterobacter chengduensis	0	4	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Enterobacter roggenkampii	0.48	3.6	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Enterobacter roggenkampii	0.48	3.6	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Escherichia fergusonii	0	1.09	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Escherichia fergusonii	0	1.09	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Klebsiella michiganensis	2.29	2.13	1.61	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Klebsiella michiganensis	2.29	2.13	1.61	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Klebsiella quasipneumoniae	1.27	5	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Klebsiella quasipneumoniae	1.27	5	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Leclercia adecarboxylata	4.76	6.98	7.14	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Leclercia adecarboxylata	4.76	6.98	14.29	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Cronobacter malonaticus	0	1.82	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Cronobacter malonaticus	0	1.82	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001071	SHV-12	103	protein homolog model	Enterobacter kobei	2.76	9.61	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001773	OXA-61	104	protein homolog model	Campylobacter jejuni	0	2.79	0.7	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001773	OXA-61	104	protein homolog model	Campylobacter jejuni	0	2.79	0.7	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001773	OXA-61	104	protein homolog model	Campylobacter coli	0	0.09	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001773	OXA-61	104	protein homolog model	Campylobacter coli	0	0.09	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3002243	CARB-4	105	protein homolog model	Acinetobacter baumannii	0	0.16	0	0	perfect_strict	antibiotic inactivation; penam
ARO:3002243	CARB-4	105	protein homolog model	Pseudomonas aeruginosa	0.29	0.03	0	0	perfect_strict	antibiotic inactivation; penam
ARO:3002243	CARB-4	105	protein homolog model	Vibrio cholerae	5.26	0	0	0	perfect	antibiotic inactivation; penam
ARO:3002243	CARB-4	105	protein homolog model	Vibrio cholerae	5.26	0	0	0	perfect_strict	antibiotic inactivation; penam
ARO:3002243	CARB-4	105	protein homolog model	Pseudomonas putida	0	1.6	0	0	perfect_strict	antibiotic inactivation; penam
ARO:3002243	CARB-4	105	protein homolog model	Pseudomonas stutzeri	9.09	0	0	0	perfect_strict	antibiotic inactivation; penam
ARO:3002243	CARB-4	105	protein homolog model	Alcaligenes faecalis	0	2.94	0	0	perfect	antibiotic inactivation; penam
ARO:3002243	CARB-4	105	protein homolog model	Alcaligenes faecalis	0	2.94	0	0	perfect_strict	antibiotic inactivation; penam
ARO:3002681	catB9	106	protein homolog model	Vibrio cholerae	0	40.58	24.66	61.9	perfect	antibiotic inactivation; phenicol antibiotic
ARO:3002681	catB9	106	protein homolog model	Vibrio cholerae	0	46.33	27.35	66.67	perfect_strict	antibiotic inactivation; phenicol antibiotic
ARO:3002507	PDC-8	108	protein homolog model	Pseudomonas aeruginosa	0	6.71	9.2	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; monobactam
ARO:3002507	PDC-8	108	protein homolog model	Pseudomonas aeruginosa	0	6.8	9.51	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; monobactam
ARO:3003209	fosA5	112	protein homolog model	Escherichia coli	0	0.02	0.02	0	perfect	aminoglycoside antibiotic; antibiotic inactivation; fluoroquinolone antibiotic; phosphonic acid antibiotic
ARO:3003209	fosA5	112	protein homolog model	Klebsiella pneumoniae	0	1.05	0.95	0	perfect	aminoglycoside antibiotic; antibiotic inactivation; fluoroquinolone antibiotic; phosphonic acid antibiotic
ARO:3003209	fosA5	112	protein homolog model	Klebsiella pneumoniae	0	9.5	14.56	1.9	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation; fluoroquinolone antibiotic; phosphonic acid antibiotic
ARO:3003209	fosA5	112	protein homolog model	Klebsiella aerogenes	0	75.42	92	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation; fluoroquinolone antibiotic; phosphonic acid antibiotic
ARO:3003209	fosA5	112	protein homolog model	Serratia marcescens	0.65	0	0	0	perfect	aminoglycoside antibiotic; antibiotic inactivation; fluoroquinolone antibiotic; phosphonic acid antibiotic
ARO:3003209	fosA5	112	protein homolog model	Serratia marcescens	0.65	0	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation; fluoroquinolone antibiotic; phosphonic acid antibiotic
ARO:3003209	fosA5	112	protein homolog model	Klebsiella oxytoca	0.68	74.37	97.44	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation; fluoroquinolone antibiotic; phosphonic acid antibiotic
ARO:3003209	fosA5	112	protein homolog model	Citrobacter freundii	0	0.19	0	0	perfect	aminoglycoside antibiotic; antibiotic inactivation; fluoroquinolone antibiotic; phosphonic acid antibiotic
ARO:3003209	fosA5	112	protein homolog model	Citrobacter freundii	0	0.19	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation; fluoroquinolone antibiotic; phosphonic acid antibiotic
ARO:3003209	fosA5	112	protein homolog model	Enterobacter hormaechei	0.06	0.22	0	0	perfect	aminoglycoside antibiotic; antibiotic inactivation; fluoroquinolone antibiotic; phosphonic acid antibiotic
ARO:3003209	fosA5	112	protein homolog model	Raoultella planticola	0	94.87	100	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation; fluoroquinolone antibiotic; phosphonic acid antibiotic
ARO:3003209	fosA5	112	protein homolog model	Escherichia coli	0	0.05	0.02	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation; fluoroquinolone antibiotic; phosphonic acid antibiotic
ARO:3003209	fosA5	112	protein homolog model	Shigella flexneri	0	0.16	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation; fluoroquinolone antibiotic; phosphonic acid antibiotic
ARO:3003209	fosA5	112	protein homolog model	Klebsiella michiganensis	0	67.02	96.77	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation; fluoroquinolone antibiotic; phosphonic acid antibiotic
ARO:3003209	fosA5	112	protein homolog model	Enterobacter hormaechei	0.06	0.22	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation; fluoroquinolone antibiotic; phosphonic acid antibiotic
ARO:3003209	fosA5	112	protein homolog model	Klebsiella huaxiensis	0	66.67	100	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation; fluoroquinolone antibiotic; phosphonic acid antibiotic
ARO:3003209	fosA5	112	protein homolog model	Cronobacter malonaticus	0	5.45	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation; fluoroquinolone antibiotic; phosphonic acid antibiotic
ARO:3003209	fosA5	112	protein homolog model	Klebsiella quasipneumoniae	0	6.32	5.88	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation; fluoroquinolone antibiotic; phosphonic acid antibiotic
ARO:3002375	VEB-5	113	protein homolog model	Escherichia coli	0.01	0	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam
ARO:3002375	VEB-5	113	protein homolog model	Escherichia coli	0.01	0	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam
ARO:3002375	VEB-5	113	protein homolog model	Klebsiella pneumoniae	0	0.3	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam
ARO:3002375	VEB-5	113	protein homolog model	Klebsiella pneumoniae	0	0.3	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam
ARO:3002375	VEB-5	113	protein homolog model	Pseudomonas aeruginosa	0	0.04	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam
ARO:3002375	VEB-5	113	protein homolog model	Pseudomonas aeruginosa	0	0.06	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam
ARO:3002375	VEB-5	113	protein homolog model	Klebsiella quasipneumoniae	0	0.66	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam
ARO:3002375	VEB-5	113	protein homolog model	Klebsiella quasipneumoniae	0	0.66	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam
ARO:3002733	QnrB18	116	protein homolog model	Citrobacter portucalensis	0	9.01	0	0	perfect	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002733	QnrB18	116	protein homolog model	Citrobacter portucalensis	0	9.01	0	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002604	aadA4	120	protein homolog model	Salmonella enterica	0	0.03	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002604	aadA4	120	protein homolog model	Escherichia coli	0	0.03	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002604	aadA4	120	protein homolog model	Klebsiella pneumoniae	0	0.01	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002604	aadA4	120	protein homolog model	Pseudomonas aeruginosa	0	0.06	0.31	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002604	aadA4	120	protein homolog model	Enterobacter hormaechei	0	0.04	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002604	aadA4	120	protein homolog model	Klebsiella michiganensis	0	1.6	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002604	aadA4	120	protein homolog model	Klebsiella quasipneumoniae	0	0.13	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3000796	mdtF	121	protein homolog model	Shigella sonnei	0	2.05	0	0	perfect	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic; penam
ARO:3000796	mdtF	121	protein homolog model	Shigella sonnei	0	95.4	100	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic; penam
ARO:3000796	mdtF	121	protein homolog model	Shigella dysenteriae	0	100	85.71	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic; penam
ARO:3000796	mdtF	121	protein homolog model	Shigella flexneri	0	0.47	21	0	perfect	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic; penam
ARO:3000796	mdtF	121	protein homolog model	Shigella flexneri	0	5.28	41	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic; penam
ARO:3000796	mdtF	121	protein homolog model	Shigella boydii	0	11.11	13.33	0	perfect	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic; penam
ARO:3000796	mdtF	121	protein homolog model	Shigella boydii	0	97.78	100	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic; penam
ARO:3000796	mdtF	121	protein homolog model	Escherichia albertii	0	60	94.29	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic; penam
ARO:3000796	mdtF	121	protein homolog model	Escherichia coli	0	13	20.1	0	perfect	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic; penam
ARO:3000796	mdtF	121	protein homolog model	Escherichia coli	0	61.22	67.25	0.13	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic; penam
ARO:3000796	mdtF	121	protein homolog model	Escherichia marmotae	0	70.83	100	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic; penam
ARO:3002304	VIM-34	122	protein homolog model	Klebsiella pneumoniae	0	0.01	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002304	VIM-34	122	protein homolog model	Klebsiella pneumoniae	0	0.01	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002263	IND-7	124	protein homolog model	Chryseobacterium nakagawai	0	100	100	0	perfect_strict	antibiotic inactivation; carbapenem
ARO:3002815	clbB	127	protein homolog model	Brevibacillus brevis	0	0	14.29	0	perfect	antibiotic target alteration; lincosamide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin A antibiotic; streptogramin antibiotic
ARO:3002815	clbB	127	protein homolog model	Brevibacillus brevis	0	90	100	100	perfect_strict	antibiotic target alteration; lincosamide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin A antibiotic; streptogramin antibiotic
ARO:3000198	FosX	129	protein homolog model	Listeria monocytogenes	0.49	32.67	39.22	0	perfect	antibiotic inactivation; phosphonic acid antibiotic
ARO:3000198	FosX	129	protein homolog model	Listeria monocytogenes	0.97	74.47	99.16	0	perfect_strict	antibiotic inactivation; phosphonic acid antibiotic
ARO:3000198	FosX	129	protein homolog model	Listeria innocua	0	39.85	100	0	perfect_strict	antibiotic inactivation; phosphonic acid antibiotic
ARO:3001057	TEM-198	132	protein homolog model	Acinetobacter baumannii	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001057	TEM-198	132	protein homolog model	Escherichia coli	0	0.04	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001057	TEM-198	132	protein homolog model	Klebsiella pneumoniae	0	0.47	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001057	TEM-198	132	protein homolog model	Shigella sonnei	0	0.07	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001057	TEM-198	132	protein homolog model	Klebsiella quasipneumoniae	0	0.13	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3002853	arr-8	133	protein homolog model	Klebsiella pneumoniae	0	0.01	0	0	perfect_strict	antibiotic inactivation; rifamycin antibiotic
ARO:3002853	arr-8	133	protein homolog model	Pseudomonas aeruginosa	0	0.1	0	0	perfect_strict	antibiotic inactivation; rifamycin antibiotic
ARO:3002634	APH(2'')-Ie	137	protein homolog model	Enterococcus faecium	0	0.14	0.32	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002634	APH(2'')-Ie	137	protein homolog model	Enterococcus faecium	0	0.14	0.64	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002724	QnrB10	139	protein homolog model	Acinetobacter baumannii	0	0.01	0	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002724	QnrB10	139	protein homolog model	Staphylococcus aureus	0	0.01	0	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002724	QnrB10	139	protein homolog model	Salmonella enterica	0.66	0.51	0	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
